match_id,result,Ban_T1_1,Ban_T1_2,Ban_T1_3,Ban_T1_4,Ban_T1_5,Ban_T1_6,Ban_T1_7,Ban_T2_1,Ban_T2_2,Ban_T2_3,Ban_T2_4,Ban_T2_5,Ban_T2_6,Ban_T2_7,Pick_T1_1,Pick_T1_2,Pick_T1_3,Pick_T1_4,Pick_T1_5,Pick_T2_1,Pick_T2_2,Pick_T2_3,Pick_T2_4,Pick_T2_5
6214302529.0,Radiant,128.0,68.0,94.0,70.0,48.0,12.0,1.0,114.0,19.0,72.0,25.0,74.0,54.0,18.0,91.0,69.0,87.0,17.0,63.0,101.0,29.0,50.0,52.0,44.0
6214196190.0,Dire,114.0,63.0,94.0,109.0,67.0,23.0,65.0,91.0,129.0,74.0,17.0,29.0,77.0,41.0,19.0,128.0,87.0,97.0,106.0,103.0,7.0,123.0,10.0,11.0
6214292203.0,Radiant,91.0,19.0,10.0,15.0,70.0,110.0,128.0,114.0,103.0,51.0,83.0,94.0,23.0,49.0,63.0,29.0,87.0,67.0,46.0,7.0,86.0,41.0,25.0,84.0
6214155332.0,Dire,103.0,7.0,17.0,65.0,18.0,4.0,95.0,91.0,114.0,40.0,54.0,72.0,16.0,120.0,60.0,34.0,19.0,84.0,46.0,100.0,87.0,39.0,98.0,12.0
6214236190.0,Radiant,114.0,91.0,40.0,16.0,18.0,77.0,29.0,100.0,17.0,38.0,129.0,98.0,93.0,67.0,107.0,126.0,53.0,123.0,81.0,25.0,135.0,3.0,72.0,104.0
6214221942.0,Dire,114.0,19.0,17.0,39.0,94.0,85.0,40.0,103.0,91.0,52.0,74.0,109.0,10.0,12.0,51.0,128.0,69.0,23.0,48.0,63.0,29.0,126.0,42.0,112.0
6214313607.0,Radiant,63.0,114.0,17.0,102.0,128.0,74.0,65.0,103.0,91.0,10.0,29.0,83.0,23.0,52.0,7.0,40.0,112.0,94.0,126.0,19.0,77.0,104.0,86.0,13.0
6214921308.0,Radiant,19.0,17.0,106.0,65.0,126.0,41.0,70.0,91.0,128.0,34.0,56.0,93.0,120.0,15.0,103.0,97.0,123.0,8.0,51.0,114.0,29.0,87.0,74.0,27.0
6214970840.0,Radiant,97.0,103.0,95.0,99.0,29.0,74.0,120.0,17.0,19.0,68.0,128.0,65.0,7.0,121.0,114.0,77.0,106.0,75.0,70.0,91.0,83.0,72.0,100.0,41.0
6214919117.0,Dire,114.0,91.0,7.0,69.0,60.0,67.0,41.0,19.0,29.0,74.0,46.0,13.0,104.0,28.0,103.0,128.0,23.0,56.0,120.0,63.0,25.0,26.0,97.0,54.0
6214985832.0,Radiant,29.0,19.0,17.0,95.0,52.0,6.0,93.0,63.0,25.0,97.0,74.0,67.0,10.0,54.0,114.0,103.0,104.0,39.0,26.0,91.0,79.0,7.0,11.0,70.0
6214924317.0,Dire,75.0,77.0,38.0,60.0,67.0,74.0,15.0,19.0,114.0,106.0,63.0,18.0,40.0,28.0,91.0,129.0,88.0,72.0,69.0,103.0,25.0,16.0,41.0,121.0
6215003374.0,Radiant,128.0,91.0,49.0,18.0,46.0,56.0,63.0,114.0,19.0,41.0,10.0,69.0,1.0,48.0,7.0,25.0,104.0,103.0,67.0,29.0,87.0,74.0,16.0,54.0
6214920996.0,Dire,75.0,7.0,13.0,74.0,55.0,67.0,12.0,114.0,19.0,38.0,77.0,53.0,40.0,29.0,91.0,17.0,48.0,88.0,69.0,68.0,107.0,36.0,39.0,18.0
6214977918.0,Radiant,129.0,114.0,18.0,99.0,95.0,29.0,69.0,19.0,7.0,70.0,47.0,62.0,67.0,4.0,91.0,77.0,3.0,17.0,94.0,68.0,126.0,63.0,97.0,12.0
6215020578.0,Dire,91.0,19.0,10.0,41.0,109.0,69.0,129.0,114.0,63.0,23.0,46.0,126.0,67.0,94.0,103.0,29.0,106.0,128.0,56.0,7.0,74.0,58.0,48.0,92.0
6215091624.0,Radiant,63.0,103.0,10.0,17.0,65.0,126.0,11.0,91.0,19.0,74.0,38.0,34.0,25.0,106.0,114.0,84.0,104.0,128.0,52.0,7.0,87.0,101.0,109.0,23.0
6215059388.0,Dire,91.0,97.0,29.0,129.0,23.0,36.0,65.0,114.0,63.0,10.0,94.0,74.0,18.0,89.0,7.0,77.0,106.0,112.0,95.0,51.0,128.0,19.0,60.0,109.0
6215130639.0,Radiant,40.0,114.0,109.0,89.0,94.0,106.0,47.0,63.0,19.0,18.0,74.0,17.0,52.0,39.0,91.0,60.0,26.0,70.0,23.0,103.0,97.0,119.0,42.0,65.0
6215070154.0,Radiant,29.0,75.0,65.0,17.0,52.0,13.0,34.0,114.0,79.0,39.0,18.0,109.0,25.0,126.0,7.0,98.0,4.0,30.0,106.0,91.0,19.0,26.0,78.0,11.0
6215148622.0,Radiant,98.0,7.0,4.0,25.0,3.0,41.0,95.0,114.0,91.0,52.0,10.0,74.0,18.0,1.0,63.0,120.0,17.0,51.0,53.0,107.0,29.0,72.0,39.0,16.0
6215021963.0,Dire,91.0,129.0,46.0,10.0,17.0,77.0,86.0,19.0,114.0,60.0,75.0,29.0,54.0,18.0,63.0,25.0,16.0,111.0,8.0,7.0,128.0,74.0,67.0,69.0
6215098191.0,Dire,91.0,114.0,4.0,10.0,110.0,7.0,26.0,63.0,29.0,46.0,126.0,23.0,18.0,94.0,98.0,84.0,20.0,11.0,129.0,19.0,74.0,75.0,77.0,103.0
6215145875.0,Radiant,25.0,29.0,10.0,60.0,68.0,36.0,55.0,114.0,19.0,72.0,41.0,18.0,93.0,95.0,103.0,91.0,104.0,74.0,48.0,63.0,7.0,84.0,46.0,67.0
6215201229.0,Radiant,91.0,114.0,8.0,123.0,93.0,41.0,1.0,25.0,103.0,77.0,17.0,38.0,65.0,74.0,19.0,29.0,9.0,85.0,10.0,97.0,128.0,51.0,43.0,34.0
6215228412.0,Radiant,91.0,114.0,102.0,69.0,12.0,109.0,67.0,26.0,19.0,10.0,74.0,29.0,42.0,15.0,86.0,84.0,129.0,46.0,70.0,63.0,25.0,83.0,60.0,95.0
6215316000.0,Dire,86.0,26.0,74.0,77.0,25.0,15.0,10.0,91.0,63.0,36.0,69.0,70.0,75.0,111.0,114.0,39.0,27.0,29.0,54.0,110.0,19.0,126.0,100.0,53.0
6215235786.0,Radiant,19.0,114.0,9.0,29.0,91.0,79.0,101.0,75.0,83.0,69.0,25.0,11.0,41.0,67.0,97.0,128.0,5.0,36.0,10.0,63.0,106.0,88.0,104.0,94.0
6215317749.0,Dire,114.0,19.0,104.0,67.0,97.0,10.0,95.0,29.0,63.0,74.0,41.0,93.0,46.0,40.0,91.0,129.0,84.0,70.0,35.0,128.0,25.0,103.0,7.0,15.0
6215155071.0,Radiant,29.0,47.0,63.0,94.0,98.0,39.0,25.0,77.0,91.0,74.0,52.0,10.0,15.0,17.0,19.0,38.0,87.0,103.0,23.0,114.0,75.0,16.0,95.0,11.0
6215226977.0,Radiant,19.0,29.0,3.0,60.0,69.0,67.0,12.0,91.0,77.0,38.0,87.0,94.0,40.0,47.0,17.0,107.0,75.0,48.0,15.0,114.0,74.0,104.0,64.0,46.0
6215298876.0,Dire,63.0,114.0,11.0,126.0,17.0,54.0,94.0,98.0,91.0,4.0,10.0,69.0,55.0,129.0,7.0,25.0,18.0,79.0,110.0,103.0,29.0,26.0,46.0,6.0
6215417951.0,Dire,98.0,91.0,110.0,4.0,89.0,65.0,39.0,114.0,7.0,72.0,54.0,106.0,34.0,25.0,63.0,60.0,103.0,18.0,15.0,129.0,87.0,19.0,95.0,21.0
6215413370.0,Radiant,114.0,63.0,48.0,18.0,129.0,28.0,104.0,60.0,100.0,26.0,109.0,41.0,94.0,10.0,103.0,19.0,29.0,27.0,95.0,91.0,17.0,70.0,87.0,98.0
6215521275.0,Dire,91.0,63.0,41.0,60.0,16.0,109.0,65.0,114.0,51.0,74.0,17.0,106.0,54.0,48.0,29.0,128.0,83.0,46.0,39.0,103.0,19.0,79.0,129.0,15.0
6215461985.0,Dire,114.0,19.0,60.0,70.0,18.0,41.0,44.0,40.0,128.0,13.0,106.0,94.0,16.0,20.0,103.0,63.0,126.0,109.0,104.0,91.0,17.0,28.0,87.0,72.0
6215594590.0,Radiant,128.0,103.0,94.0,26.0,77.0,10.0,41.0,19.0,91.0,102.0,87.0,75.0,98.0,16.0,114.0,126.0,58.0,70.0,69.0,83.0,74.0,101.0,7.0,56.0
6215346651.0,Radiant,135.0,114.0,111.0,65.0,17.0,12.0,89.0,91.0,19.0,34.0,55.0,52.0,93.0,10.0,103.0,62.0,126.0,53.0,41.0,63.0,29.0,51.0,106.0,94.0
6215457761.0,Dire,103.0,29.0,17.0,39.0,74.0,93.0,41.0,114.0,19.0,18.0,94.0,72.0,67.0,48.0,91.0,65.0,79.0,96.0,99.0,68.0,16.0,106.0,9.0,42.0
6215546470.0,Dire,75.0,68.0,95.0,135.0,29.0,36.0,15.0,19.0,17.0,3.0,13.0,70.0,18.0,93.0,91.0,77.0,106.0,128.0,49.0,103.0,7.0,45.0,99.0,108.0
6215646049.0,Dire,91.0,103.0,63.0,38.0,99.0,77.0,15.0,19.0,17.0,29.0,13.0,74.0,40.0,47.0,114.0,75.0,126.0,69.0,48.0,7.0,45.0,110.0,70.0,96.0
6215656336.0,Radiant,114.0,19.0,41.0,29.0,25.0,60.0,97.0,77.0,17.0,126.0,74.0,93.0,18.0,70.0,91.0,26.0,52.0,129.0,72.0,103.0,128.0,49.0,67.0,45.0
6215760661.0,Dire,103.0,110.0,25.0,87.0,112.0,23.0,52.0,19.0,91.0,17.0,41.0,68.0,4.0,18.0,114.0,75.0,38.0,126.0,93.0,7.0,63.0,10.0,66.0,26.0
6215702671.0,Dire,114.0,25.0,10.0,103.0,104.0,35.0,113.0,29.0,74.0,34.0,3.0,85.0,11.0,65.0,110.0,109.0,30.0,108.0,52.0,19.0,69.0,26.0,128.0,7.0
6215818267.0,Radiant,29.0,109.0,104.0,110.0,102.0,54.0,67.0,69.0,7.0,128.0,97.0,77.0,4.0,41.0,19.0,74.0,64.0,63.0,53.0,25.0,114.0,85.0,120.0,95.0
6215547680.0,Dire,91.0,19.0,77.0,7.0,10.0,40.0,97.0,128.0,63.0,74.0,23.0,46.0,70.0,41.0,129.0,110.0,126.0,87.0,54.0,114.0,25.0,31.0,8.0,104.0
6215633233.0,Radiant,19.0,128.0,34.0,126.0,69.0,86.0,26.0,91.0,114.0,74.0,17.0,23.0,4.0,10.0,63.0,29.0,52.0,129.0,93.0,62.0,97.0,25.0,44.0,55.0
6216446594.0,Dire,128.0,29.0,13.0,41.0,74.0,38.0,53.0,114.0,19.0,86.0,18.0,28.0,93.0,63.0,91.0,17.0,75.0,129.0,70.0,103.0,97.0,119.0,10.0,81.0
6216526891.0,Dire,128.0,29.0,13.0,74.0,41.0,4.0,54.0,114.0,19.0,86.0,69.0,28.0,93.0,48.0,91.0,17.0,37.0,60.0,18.0,97.0,103.0,101.0,49.0,44.0
6216470391.0,Radiant,63.0,25.0,60.0,38.0,69.0,28.0,104.0,103.0,77.0,10.0,16.0,29.0,94.0,41.0,114.0,68.0,96.0,106.0,67.0,91.0,72.0,128.0,17.0,129.0
6216545156.0,Dire,103.0,128.0,69.0,17.0,41.0,10.0,93.0,114.0,91.0,94.0,112.0,25.0,65.0,74.0,63.0,29.0,120.0,109.0,126.0,84.0,9.0,19.0,98.0,34.0
6216448394.0,Dire,91.0,114.0,74.0,126.0,52.0,106.0,17.0,98.0,25.0,129.0,18.0,4.0,21.0,65.0,19.0,87.0,55.0,81.0,68.0,63.0,29.0,26.0,10.0,69.0
6216515491.0,Radiant,98.0,40.0,68.0,39.0,17.0,65.0,106.0,91.0,26.0,74.0,54.0,69.0,25.0,52.0,63.0,112.0,29.0,109.0,23.0,129.0,19.0,75.0,93.0,36.0
6216450138.0,Dire,63.0,128.0,25.0,4.0,10.0,73.0,94.0,19.0,114.0,70.0,28.0,72.0,93.0,48.0,91.0,87.0,49.0,120.0,18.0,29.0,53.0,17.0,3.0,109.0
6216525355.0,Radiant,19.0,128.0,41.0,70.0,69.0,109.0,93.0,91.0,114.0,46.0,126.0,53.0,48.0,67.0,63.0,29.0,84.0,106.0,32.0,103.0,74.0,86.0,129.0,12.0
6216584699.0,Radiant,52.0,26.0,10.0,25.0,17.0,98.0,36.0,91.0,19.0,74.0,8.0,114.0,95.0,67.0,103.0,97.0,126.0,102.0,46.0,63.0,7.0,75.0,106.0,93.0
6216665747.0,Radiant,103.0,97.0,29.0,46.0,74.0,8.0,54.0,19.0,52.0,17.0,65.0,72.0,70.0,99.0,91.0,88.0,129.0,25.0,18.0,114.0,128.0,49.0,77.0,48.0
6216644781.0,Radiant,19.0,114.0,25.0,104.0,34.0,60.0,69.0,75.0,103.0,41.0,4.0,74.0,72.0,10.0,29.0,128.0,87.0,13.0,1.0,91.0,63.0,5.0,52.0,16.0
6216713037.0,Radiant,128.0,103.0,41.0,4.0,42.0,74.0,17.0,19.0,114.0,25.0,60.0,52.0,106.0,34.0,91.0,63.0,87.0,69.0,55.0,29.0,68.0,26.0,89.0,23.0
6216583629.0,Dire,7.0,13.0,106.0,93.0,74.0,4.0,77.0,114.0,25.0,29.0,69.0,39.0,36.0,94.0,63.0,97.0,120.0,52.0,95.0,91.0,19.0,17.0,3.0,108.0
6216649464.0,Radiant,63.0,29.0,39.0,25.0,13.0,74.0,15.0,114.0,19.0,93.0,60.0,75.0,28.0,104.0,91.0,17.0,3.0,94.0,38.0,103.0,97.0,26.0,1.0,106.0
6216594228.0,Dire,19.0,69.0,95.0,77.0,74.0,60.0,20.0,114.0,29.0,110.0,46.0,13.0,17.0,126.0,107.0,104.0,103.0,10.0,49.0,5.0,83.0,25.0,67.0,36.0
6216664448.0,Dire,91.0,114.0,25.0,70.0,74.0,17.0,69.0,29.0,47.0,110.0,63.0,94.0,23.0,36.0,98.0,88.0,90.0,99.0,53.0,19.0,77.0,27.0,85.0,10.0
6216733293.0,Dire,86.0,114.0,87.0,74.0,70.0,28.0,129.0,63.0,69.0,48.0,106.0,126.0,18.0,67.0,91.0,29.0,17.0,123.0,94.0,19.0,128.0,68.0,13.0,97.0
6216827185.0,Radiant,63.0,128.0,10.0,70.0,109.0,15.0,59.0,114.0,91.0,97.0,129.0,74.0,29.0,60.0,19.0,9.0,75.0,106.0,28.0,103.0,7.0,119.0,67.0,36.0
6216810253.0,Radiant,100.0,129.0,87.0,68.0,103.0,106.0,25.0,114.0,19.0,48.0,74.0,10.0,70.0,72.0,91.0,86.0,52.0,120.0,8.0,7.0,98.0,123.0,4.0,35.0
6216911349.0,Dire,91.0,87.0,19.0,129.0,126.0,10.0,112.0,100.0,98.0,17.0,95.0,65.0,16.0,53.0,110.0,51.0,74.0,70.0,33.0,114.0,128.0,23.0,104.0,56.0
6216715837.0,Dire,63.0,128.0,10.0,17.0,13.0,20.0,85.0,91.0,114.0,69.0,60.0,77.0,120.0,109.0,103.0,9.0,19.0,49.0,53.0,7.0,58.0,126.0,94.0,40.0
6216792975.0,Radiant,77.0,19.0,112.0,42.0,94.0,25.0,23.0,114.0,91.0,17.0,10.0,74.0,13.0,106.0,7.0,69.0,109.0,103.0,49.0,128.0,29.0,20.0,63.0,35.0
6216750491.0,Radiant,34.0,114.0,111.0,18.0,39.0,129.0,47.0,91.0,63.0,74.0,25.0,128.0,72.0,94.0,103.0,29.0,9.0,106.0,113.0,26.0,19.0,110.0,69.0,93.0
6216828976.0,Dire,128.0,91.0,4.0,65.0,10.0,70.0,41.0,114.0,34.0,93.0,51.0,74.0,109.0,94.0,63.0,98.0,103.0,126.0,19.0,3.0,29.0,86.0,11.0,46.0
